ID,M,N,K,TCC_HIT_RATE,time_ns,TCC_EA0_RDREQ,EA0_RDREQ_LEVEL
0,2048,2048,4096,0.44543251986302296,142010.0,1180416.0,623879369.0
1,2048,4096,4096,0.47303971348877516,172375.0,2228992.0,1063431279.0
2,2048,4608,4096,0.4760890237003334,189680.0,2491136.0,1119964630.0
3,2048,4864,4096,0.4773902582260005,194448.0,2622208.0,1163823870.0
4,2048,5376,4096,0.47960483891769196,201899.0,2884352.0,1228249906.0
5,2048,7680,4096,0.4802685748954519,228858.0,4114173.0,1572829728.0
6,2048,7936,4096,0.4846615910345936,232143.0,4211020.0,1651124505.0
7,2048,8192,4096,0.47331680717078867,236710.0,4454228.0,1654642895.0
8,2048,8448,4096,0.4804368279495329,238713.0,4523801.0,1675225197.5
9,2048,8704,4096,0.48332287733218615,241156.0,4631711.0,1701346914.0
10,2048,14080,4096,0.479740408684169,449825.0,7545938.0,2792962326.0
11,2048,14336,4096,0.4758764017782475,451308.0,7746813.0,2834957774.5
12,2048,16128,4096,0.4815302286400683,457197.0,8609030.0,3252780654.5
13,2048,16384,4096,0.47477888511682115,459199.0,8873080.0,3311744230.0
14,2048,16640,4096,0.4757972523852415,460401.0,8992031.5,3359153516.0
15,2048,32512,4096,0.47568321744076414,969554.0,17565046.5,7041894958.0
16,2048,32768,4096,0.4775274244615838,963725.5,17633700.5,7225496603.0
17,2048,33024,4096,0.4748723088105712,965146.5,17872263.0,7250107568.0
18,2048,65536,4096,0.47447082901088916,1743899.5,35488956.0,16331222768.0
19,2048,65792,4096,0.47598689917483894,1757720.0,35511996.5,16309332918.0
20,2048,66048,4096,0.47430334100297367,1791129.0,35779049.5,15907307301.5
21,2048,128256,4096,0.47144057339417755,3678981.5,69891754.0,30815823322.0
22,2048,130816,4096,0.47139902605302586,3691940.5,71292777.5,31237243525.5
23,2048,131072,4096,0.4713360950521628,3742434.5,71442653.5,30813244565.5
24,4096,2048,4096,0.6671591824576368,166005.0,1311488.0,593639042.0
25,4096,4096,4096,0.5843872628511786,232063.5,3404376.5,1231091561.0
26,4096,4608,4096,0.5950959124891649,245042.0,3715578.0,1291575817.0
27,4096,4864,4096,0.597411463323524,249409.0,3895647.0,1337219987.0
28,4096,5376,4096,0.5561348864152423,435684.0,4816922.0,1673007765.0
29,4096,7680,4096,0.6075512928230702,448743.0,5967642.0,2127869629.5
30,4096,7936,4096,0.6248671577730681,448704.0,5849471.0,2100295423.0
31,4096,8192,4096,0.5952297989679893,451708.0,6597800.0,2403213165.0
32,4096,8448,4096,0.6035616732869421,453069.0,6641481.0,2418994370.0
33,4096,8704,4096,0.604423376192663,455314.0,6825248.0,2465884331.0
34,4096,14080,4096,0.6227462496549141,675639.5,10442098.5,5676489422.5
35,4096,14336,4096,0.621921033493694,683210.0,10659148.0,5769204829.0
36,4096,16128,4096,0.6350317230153155,934582.0,11503410.0,4470643576.0
37,4096,16384,4096,0.6263054727961712,933900.0,12015460.0,4717255198.0
38,4096,16640,4096,0.6272453637072821,921402.0,12166940.5,5478596282.0
39,4096,32512,4096,0.644892113781657,1621075.0,22444211.0,11913744081.0
40,4096,32768,4096,0.6324917598111007,1610101.0,23557251.0,12638310553.0
41,4096,33024,4096,0.6183054241891374,1639745.0,24820834.0,13313740489.0
42,4096,65536,4096,0.6411144368002861,3509027.0,45806083.0,19227480326.0
43,4096,65792,4096,0.6422102724082133,3386107.5,45817290.5,23450250857.5
44,4096,66048,4096,0.6461221434645041,3417936.0,45398083.0,22856904121.0
45,4096,128256,4096,0.673500668577026,6790202.0,80067547.0,38660405106.0
46,4096,130816,4096,0.6461201069789979,6902369.0,89917827.0,43182849993.0
47,4096,131072,4096,0.6656924931979991,6857941.5,84181994.0,40506919228.5
48,4608,2048,4096,0.5253468554683538,188398.0,2229092.0,929385634.5
49,4608,4096,4096,0.3701953463594337,253334.0,6106764.0,2115890144.0
50,4608,4608,4096,0.41963883158339754,441853.0,6277535.0,2152135117.0
51,4608,4864,4096,0.377559010454693,444417.0,7156939.0,2469157747.5
52,4608,5376,4096,0.39688624018204505,448223.0,7639636.0,2699474043.0
53,4608,7680,4096,0.45685471079092776,467291.0,9714934.5,3413492521.0
54,4608,7936,4096,0.4978472682093469,468693.0,9194631.5,3234624340.0
55,4608,8192,4096,0.44097385366970265,481352.0,10699453.0,3744193848.0
56,4608,8448,4096,0.4483795971774382,490125.0,10871271.0,3805510780.0
57,4608,8704,4096,0.4236581667148592,696911.0,11758532.0,3977219872.0
58,4608,14080,4096,0.4504310514829617,961822.0,18037881.0,6536210055.0
59,4608,14336,4096,0.42318834111936343,965848.5,19378269.0,7019281410.0
60,4608,16128,4096,0.4287520430838169,973841.0,21566666.0,7894653222.0
61,4608,16384,4096,0.4302879328163039,979689.0,21843640.0,8079651930.0
62,4608,16640,4096,0.449262739928207,965547.5,21366218.5,8991571045.0
63,4608,32512,4096,0.40183944601116495,2006047.0,45734173.0,19084585957.0
64,4608,32768,4096,0.39886830038972565,1997974.0,46347057.0,19194388887.0
65,4608,33024,4096,0.38883399883532477,2022833.0,47567880.0,19678697464.0
66,4608,65536,4096,0.3703297258036322,4261843.5,97532829.0,39186817575.0
67,4608,65792,4096,0.3795701795170849,4277046.0,96336248.0,38145333064.0
68,4608,66048,4096,0.35436824742709283,4311476.5,101025265.0,40372176104.0
69,4608,128256,4096,0.3364086511075523,8550185.0,202140028.5,75264448402.0
70,4608,130816,4096,0.3308658322745007,8773896.0,208052790.0,78319930718.0
71,4608,131072,4096,0.3264521410291984,8761956.5,209961029.5,79336820619.5
72,4864,2048,4096,0.2963502555223835,199535.0,3638256.5,1545094408.5
73,4864,4096,4096,0.2529399352130669,271402.0,7761309.0,2658456748.5
74,4864,4608,4096,0.256465418897542,449825.0,8685489.0,3039883730.0
75,4864,4864,4096,0.25056937999577283,452509.0,9245922.0,3275363137.0
76,4864,5376,4096,0.26140412966609294,451227.5,10058378.5,3628300313.5
77,4864,7680,4096,0.2680726123082542,505627.0,14223829.0,5081951294.0
78,4864,7936,4096,0.26599392054290966,508471.0,14742736.0,5269733395.0
79,4864,8192,4096,0.2641845000898849,518867.5,15258513.0,5447646260.5
80,4864,8448,4096,0.27001726138099347,719784.0,15600066.0,5373440173.0
81,4864,8704,4096,0.2734812063230523,719905.0,15989842.0,5549316821.5
82,4864,14080,4096,0.29399863615982463,996934.0,25067906.5,9104782138.5
83,4864,14336,4096,0.2968576064378964,998536.0,25411363.5,9277834438.0
84,4864,16128,4096,0.29600440337778666,1019247.5,28623978.5,10372767425.5
85,4864,16384,4096,0.2841377736542612,1038836.5,29610258.5,10855886589.5
86,4864,16640,4096,0.29460241445334456,1224090.0,29596154.0,10867729426.0
87,4864,32512,4096,0.29215921910608234,2115748.5,58032695.0,24172845818.5
88,4864,32768,4096,0.29160202308482364,2124681.0,58539955.5,24309448685.0
89,4864,33024,4096,0.29618263886528196,2298098.5,58582689.0,25593222489.0
90,4864,65536,4096,0.298590850520753,4461278.5,115815138.0,45781219630.5
91,4864,65792,4096,0.2929788709699209,4651439.0,117276833.5,48885702238.0
92,4864,66048,4096,0.30253930541360696,4624819.5,116005739.0,47919153225.5
93,4864,128256,4096,0.30269581819386326,9159970.0,225200235.5,87520311946.0
94,4864,130816,4096,0.30462695568976206,9236738.0,229002866.0,87295584506.0
95,4864,131072,4096,0.3067953603958228,9239365.0,228675186.5,86699786842.0
96,5376,2048,4096,0.3135145538671041,204623.0,3914653.0,1634735628.0
97,5376,4096,4096,0.2595913338726158,447221.0,8494557.0,2994320673.5
98,5376,4608,4096,0.2634499029100602,454251.5,9501082.5,3376629505.0
99,5376,4864,4096,0.26415811877347173,457196.0,10017820.5,3578924144.5
100,5376,5376,4096,0.27072781714099176,463806.0,10964164.0,3942212979.0
101,5376,7680,4096,0.27064348562458695,719985.0,15660128.0,5402858741.5
102,5376,7936,4096,0.27447706787557036,721186.0,16089660.0,5568696793.0
103,5376,8192,4096,0.2711800337970422,724872.0,16690080.0,5829431489.0
104,5376,8448,4096,0.28003703293374194,725152.0,16984790.0,5915126252.0
105,5376,8704,4096,0.284848575287239,726474.0,17372444.0,6067611759.0
106,5376,14080,4096,0.30468686609718715,998396.0,27250051.0,9841637664.0
107,5376,14336,4096,0.3042682682743619,1006208.0,27763599.0,10091649802.0
108,5376,16128,4096,0.30215493110871483,1254495.0,31335702.0,11400994523.0
109,5376,16384,4096,0.31043397276093,1250649.5,31422648.5,11470327328.0
110,5376,16640,4096,0.3018997820987183,1235807.5,32343074.0,11812739385.5
111,5376,32512,4096,0.3055907087004176,2354481.0,62819590.0,26311860861.0
112,5376,32768,4096,0.29919503594704133,2365940.0,63948262.0,27059984663.0
113,5376,33024,4096,0.3036283082920678,2379680.0,64004629.0,26500672011.0
114,5376,65536,4096,0.310267909039478,4991421.5,125691158.0,49879163707.0
115,5376,65792,4096,0.3022903063636089,5028376.0,127752546.0,51505988548.5
116,5376,66048,4096,0.31163702259814774,5075866.5,126398052.0,48076025092.5
117,5376,128256,4096,0.31250405557134125,10041948.5,245099960.0,93533596014.0
