ID,M,N,K,TCC_HIT_RATE,time_ns,TCC_EA0_RDREQ,EA0_RDREQ_LEVEL
0,2048,2048,4096,0.4498283890453646,155390.0,1196729.0,592390347.0
1,2048,4096,4096,0.6658685226478893,171414.0,1345707.5,605129591.0
2,2048,4608,4096,0.4904211168141715,197212.0,2473516.5,1005487561.0
3,2048,4864,4096,0.3216564732178603,207026.0,3585496.0,1447740388.5
4,2048,5376,4096,0.33875258154415067,213356.0,3852787.0,1515635114.0
5,2048,7680,4096,0.5363042936212372,233906.0,3704534.0,1315177520.0
6,2048,7936,4096,0.3795975348670341,243560.0,5300497.0,1914715950.0
7,2048,8192,4096,0.7744160478623937,233666.0,1639149.0,562595478.0
8,2048,8448,4096,0.3686306407252522,252173.0,5750858.0,2010820010.0
9,2048,8704,4096,0.5144919922626376,248447.0,4418963.0,1526144928.5
10,2048,14080,4096,0.41053540453899207,469434.5,8881106.5,3133063039.0
11,2048,14336,4096,0.7473491367967472,446099.0,3319614.0,1170524735.0
12,2048,16128,4096,0.4305941248503056,484878.0,9786606.5,3759236686.5
13,2048,16384,4096,0.6318668763173511,470535.0,6022983.5,2192843699.5
14,2048,16640,4096,0.42873892127185875,493971.0,10129531.0,3877457751.0
15,2048,32512,4096,0.45441990354730033,1099186.0,18791261.0,10555452341.0
16,2048,32768,4096,0.5334614733401741,1079556.0,15838372.0,10494638965.0
17,2048,33024,4096,0.45770611896014435,1125104.0,18960725.0,12535454448.0
18,2048,65536,4096,0.48038812901106226,2249788.0,35712856.0,43826003384.0
19,2048,65792,4096,0.45843130655165504,2284661.0,37598366.0,45226996417.5
20,2048,66048,4096,0.4641388518144515,2208225.5,37385925.0,33313124839.0
21,2048,128256,4096,0.46550450881238975,4867358.5,72366710.0,102252881376.0
22,2048,130816,4096,0.4721565849223557,5082078.5,72795370.5,105894531858.5
23,2048,131072,4096,0.4680674424040611,4791447.0,73328998.0,93515274782.0
24,4096,2048,4096,0.47395226495027126,180387.0,2275408.5,1010514155.0
25,4096,4096,4096,0.6698151169821314,238353.0,2651241.0,915507575.0
26,4096,4608,4096,0.47282937209951637,257380.0,5135549.0,1692501543.0
27,4096,4864,4096,0.3379594219647223,269758.5,6972770.0,2296285733.5
28,4096,5376,4096,0.33222563790435145,462843.0,7779459.0,2562740332.0
29,4096,7680,4096,0.47529560979290164,468252.0,8504663.5,2983832867.5
30,4096,7936,4096,0.3747925516819095,479870.0,10675638.0,3762688087.0
31,4096,8192,4096,0.7621243560794327,453070.0,3503892.0,1212568253.0
32,4096,8448,4096,0.3806254997952798,482994.0,11243330.5,3999479440.0
33,4096,8704,4096,0.4703881473754788,478188.0,9737371.0,3447030439.0
34,4096,14080,4096,0.43180086346444124,783399.0,17023044.0,7181781527.0
35,4096,14336,4096,0.7220515111274409,783198.0,7485127.0,4297739764.0
36,4096,16128,4096,0.43241672947001525,1034051.0,19473542.0,8215607270.0
37,4096,16384,4096,0.6575130478416764,992227.5,11029553.5,4281091900.0
38,4096,16640,4096,0.43781043904191197,1032687.0,19882151.0,8479023194.0
39,4096,32512,4096,0.46302899375907836,2045506.0,36886846.0,28848525987.0
40,4096,32768,4096,0.5434793753424564,1998356.0,30874241.0,26559269071.0
41,4096,33024,4096,0.45987396543331294,2067758.5,37721128.5,29660706706.5
42,4096,65536,4096,0.4858090584618572,4764987.0,70560499.5,90453244782.5
43,4096,65792,4096,0.45837969649978494,4602689.0,75161505.0,85981753568.0
44,4096,66048,4096,0.4561837157164568,4607134.0,75947001.5,90357424422.5
45,4096,128256,4096,0.472843436958559,9744096.0,142526281.0,188858107561.0
46,4096,130816,4096,0.46709534823339327,9558298.0,147122512.0,176918867112.0
47,4096,131072,4096,0.468534011491143,9584615.0,146435991.0,186333943347.0
48,4608,2048,4096,0.47622741428102994,198934.0,2546459.0,1061831316.0
49,4608,4096,4096,0.6647135739575882,251291.0,3037959.0,1006451020.0
50,4608,4608,4096,0.4595775146240337,454031.0,5938632.5,1950615741.0
51,4608,4864,4096,0.3319605455432157,459600.0,7919056.0,2628743536.0
52,4608,5376,4096,0.3330497015965529,463205.0,8738770.0,2962694605.0
53,4608,7680,4096,0.4909828150472399,475584.0,9246611.0,3254054624.0
54,4608,7936,4096,0.3796843129428248,489524.0,11902440.0,4215912730.0
55,4608,8192,4096,0.7707366297783197,470176.0,3753314.0,1273073326.0
56,4608,8448,4096,0.38317888506730713,509113.0,12590361.5,4330199767.0
57,4608,8704,4096,0.48088727270619464,712093.0,10708547.0,3551605186.5
58,4608,14080,4096,0.42739459476573405,1017164.5,19312617.0,8009874951.0
59,4608,14336,4096,0.6949779344463385,988362.0,9440840.5,3672572932.5
60,4608,16128,4096,0.43653737279041416,1038956.5,21727007.5,8831296201.0
61,4608,16384,4096,0.6766020005884692,1038416.0,11579470.0,6754665909.0
62,4608,16640,4096,0.43986583442188504,1059887.5,22267947.5,9529467857.0
63,4608,32512,4096,0.46190717902666156,2309134.5,41601996.0,26723052350.5
64,4608,32768,4096,0.5485922821534215,2342745.5,34273912.5,34408589599.0
65,4608,33024,4096,0.45989523832550744,2374973.5,42429087.0,32637593605.0
66,4608,65536,4096,0.47468016413862646,5275742.0,81275286.0,102769010904.0
67,4608,65792,4096,0.46353560944623384,5489783.0,83665428.0,103942569734.5
68,4608,66048,4096,0.46026665592222504,5364314.5,84711149.5,106175669391.0
69,4608,128256,4096,0.4700305304395631,10654561.0,161276418.0,203898751698.0
70,4608,130816,4096,0.46874492763654707,11073820.0,164937590.5,215424604258.0
71,4608,131072,4096,0.46646709203967784,10850607.5,165451515.0,208185228100.5
72,4864,2048,4096,0.47669637994228237,204102.0,2685841.0,1103080774.0
73,4864,4096,4096,0.6592040967718777,264952.0,3268770.0,1059923434.0
74,4864,4608,4096,0.45883106983463406,450186.0,6276619.0,2105259137.0
75,4864,4864,4096,0.328150699297838,460681.0,8412865.0,2836484280.0
76,4864,5376,4096,0.33057992661594965,460360.0,9259608.0,3203114861.0
77,4864,7680,4096,0.47606920268380604,501062.0,10080218.0,3431823065.0
78,4864,7936,4096,0.37650169523629085,516524.0,12632242.5,4309454940.0
79,4864,8192,4096,0.7718371218860236,485698.5,3935023.5,1312876207.5
80,4864,8448,4096,0.3899512482027182,723911.0,13129644.0,4355645981.5
81,4864,8704,4096,0.45339148770858456,720866.0,11976678.0,3931105585.0
82,4864,14080,4096,0.4281589035314382,1038255.0,20349147.0,8897102823.0
83,4864,14336,4096,0.7033369387571904,993829.0,9636381.0,3757862384.0
84,4864,16128,4096,0.43578534240870026,1049392.0,22970197.0,9748791888.0
85,4864,16384,4096,0.693819602913706,1057204.0,11434715.0,6395370029.0
86,4864,16640,4096,0.435636080874778,1239554.0,23700498.0,10727641236.0
87,4864,32512,4096,0.46181145520281075,2325119.0,43917338.0,28047305687.0
88,4864,32768,4096,0.5460925102508135,2317027.0,36424757.0,30528981799.0
89,4864,33024,4096,0.4537957475754616,2629129.0,45347537.0,35294679075.0
90,4864,65536,4096,0.4786668797056909,5297998.0,85080386.5,98006419935.5
91,4864,65792,4096,0.4642727222144915,5842041.0,88182039.0,110966026990.0
92,4864,66048,4096,0.4639577232752806,5844283.0,88737266.0,115097131219.0
93,4864,128256,4096,0.4696622952784798,11463754.0,170338372.0,225939117834.0
94,4864,130816,4096,0.4678524353289864,11390649.0,174401845.0,218026817102.0
95,4864,131072,4096,0.46795195556965835,11358076.0,174097000.0,218317138582.0
96,5376,2048,4096,0.4794677883049383,213876.0,2950596.0,1176482368.0
97,5376,4096,4096,0.6434177301593571,438849.0,3812425.0,1300174212.5
98,5376,4608,4096,0.44713671870555466,456755.0,7107128.0,2430343438.0
99,5376,4864,4096,0.3325451730407378,464528.0,9227333.0,3154089014.0
100,5376,5376,4096,0.33923725555760276,470296.0,10086252.0,3494063200.0
101,5376,7680,4096,0.4829424170724692,716099.0,10979631.0,3593341089.0
102,5376,7936,4096,0.3829492328307226,727936.5,13800903.0,4585700367.5
103,5376,8192,4096,0.7566108190915419,693626.0,4734037.0,1618860952.5
104,5376,8448,4096,0.39203652471716266,730800.5,14456971.5,4894607424.0
105,5376,8704,4096,0.45059684543964695,726795.5,13311360.5,4494831415.0
106,5376,14080,4096,0.4293894607590867,1038996.5,22439206.0,9665701457.5
107,5376,14336,4096,0.6773735236782904,1042541.0,11803469.0,6770004441.0
108,5376,16128,4096,0.4323942280415057,1295676.0,25552012.0,10799772678.0
109,5376,16384,4096,0.6633409493804712,1247807.0,14176638.0,5507625672.0
110,5376,16640,4096,0.43499460074297264,1301365.0,26226503.0,11446392403.0
111,5376,32512,4096,0.4615976562291478,2611383.5,48560533.0,30341382886.0
112,5376,32768,4096,0.5584732456579952,2589469.0,39002332.0,33275685144.0
113,5376,33024,4096,0.45908826495735255,2693425.0,49574742.0,39417332484.0
114,5376,65536,4096,0.4832159185147478,6196023.0,93105847.5,121110741070.5
115,5376,65792,4096,0.4588515712326072,6034866.5,98527740.5,114222913823.5
116,5376,66048,4096,0.4587978525265558,6026474.5,99134236.5,113172891655.5
117,5376,128256,4096,0.4696265230703722,12757810.0,188344410.0,250895857215.0
118,5376,130816,4096,0.463589819071343,13301329.5,194464371.0,296968125542.5
119,5376,131072,4096,0.4681029009346867,12643380.0,192371148.0,243087491487.0
120,7680,2048,4096,0.48503967613420124,247886.0,4162473.0,1511489984.5
121,7680,4096,4096,0.6514286303528903,459079.0,5293672.0,1846105189.0
122,7680,4608,4096,0.4576543400620446,480190.0,9926118.0,3420152182.0
123,7680,4864,4096,0.3284822319751482,506109.0,13263587.0,4504342170.0
124,7680,5376,4096,0.34068161068549163,732644.0,14368713.5,4685946974.5
125,7680,7680,4096,0.46206377475773025,796538.0,16374001.0,6743097204.0
126,7680,7936,4096,0.39290036712167087,1006288.5,19362150.0,7895460781.5
127,7680,8192,4096,0.7441533097645695,968272.0,7198340.0,3134400663.0
128,7680,8448,4096,0.3980383823399247,1025696.5,20412245.0,8404180710.5
129,7680,8704,4096,0.4642655355390569,1016663.0,18470962.5,7291258685.0
130,7680,14080,4096,0.42728007466993156,1560628.0,32162754.5,13318859373.5
131,7680,14336,4096,0.6591479312103564,1505726.0,17993401.5,7068996164.5
132,7680,16128,4096,0.4318800818577052,1809797.0,36527217.0,14826789091.0
133,7680,16384,4096,0.6282390365896198,1734125.0,22780129.0,8859564140.0
134,7680,16640,4096,0.43392912498942526,1817368.0,37524713.0,15581163176.0
135,7680,32512,4096,0.46192079238891237,3855121.0,69310721.5,45244303237.5
136,7680,32768,4096,0.5472320197590786,3801220.0,57328708.0,45951581703.0
137,7680,33024,4096,0.4609077179761605,4205221.5,70533178.0,77473719287.0
138,7680,65536,4096,0.48262903670597607,8905033.0,133146311.5,166923753651.0
139,7680,65792,4096,0.4649180587253754,9093488.0,138997485.0,173955786782.0
140,7680,66048,4096,0.4641210444070938,9106348.0,140034555.5,177696544734.5
141,7680,128256,4096,0.4661920435749731,17719286.0,270929781.0,322036161425.5
142,7680,130816,4096,0.46940163465941825,19138458.0,274516728.0,391998602360.0
143,7680,131072,4096,0.4676302370454505,17992774.5,275087807.5,332975000647.5
144,7936,2048,4096,0.48540438720754264,251652.0,4298449.0,1521908721.0
145,7936,4096,4096,0.6641696257229837,453952.0,5229623.0,1852281089.0
146,7936,4608,4096,0.4546313586233992,491126.0,10314517.0,3493335117.0
147,7936,4864,4096,0.3230642389403001,517645.0,13825042.0,4662972137.0
148,7936,5376,4096,0.3433777691081567,734087.0,14775322.0,4854761462.0
149,7936,7680,4096,0.4589557161005239,987861.0,17029087.0,6722034217.0
150,7936,7936,4096,0.3951143665610942,1050173.0,19922919.5,8556782278.0
151,7936,8192,4096,0.747742163342487,989864.0,7299943.0,3216001810.0
152,7936,8448,4096,0.3948294071862537,1034650.0,21215730.0,8838682486.5
153,7936,8704,4096,0.4679745837342699,1013259.0,18940016.5,7424688676.0
154,7936,14080,4096,0.42644727491051154,1578094.0,33289469.0,14374256451.0
155,7936,14336,4096,0.6642328394156672,1517905.0,18269696.5,7407843600.0
156,7936,16128,4096,0.43013320471046385,1855864.5,37872466.5,16103364500.5
157,7936,16384,4096,0.6227362638211005,1771299.0,23956799.0,9329529667.0
158,7936,16640,4096,0.43280282619580934,1853219.5,38860452.5,15970816081.0
159,7936,32512,4096,0.46075010845369013,3949642.0,71798540.0,49628720525.5
160,7936,32768,4096,0.5449789013972038,4082779.0,59559331.0,52958153969.0
161,7936,33024,4096,0.4600001822034822,4199850.5,73022547.0,54517241127.5
162,7936,65536,4096,0.48065753494254,9127341.5,138175589.5,170037037197.5
163,7936,65792,4096,0.4629337540612919,9311170.0,144208901.0,175387382573.0
164,7936,66048,4096,0.4628943433903003,9304482.0,145077122.0,180490596137.0
165,7936,128256,4096,0.46361013725180467,18664561.0,281463024.0,366529684874.0
166,7936,130816,4096,0.470103095454262,19871113.0,283250330.0,416128772897.0
167,7936,131072,4096,0.4673841618673807,18640058.0,284386348.0,340545935290.0
168,8192,2048,4096,0.4868072289903234,255258.0,4422206.0,1554420207.0
169,8192,4096,4096,0.6643875666784882,459440.0,5393528.0,1904536453.0
170,8192,4608,4096,0.4582865549039879,504225.0,10570707.0,3521018091.0
171,8192,4864,4096,0.3206379759270781,526940.0,14328929.5,4802023247.0
172,8192,5376,4096,0.3413576944585056,736589.5,15310129.5,5051595822.5
173,8192,7680,4096,0.4605448217902294,1005768.0,17520462.0,6773179909.0
174,8192,7936,4096,0.39454900795172715,1050514.0,20589003.0,8833525812.0
175,8192,8192,4096,0.7478715224639961,989744.0,7535562.0,3266502164.0
176,8192,8448,4096,0.3950614281231655,1038736.0,21887714.0,9125166195.0
177,8192,8704,4096,0.47768315199270556,1021791.0,19151958.0,7767382438.0
178,8192,14080,4096,0.426353465273449,1586867.0,34369442.0,14606631728.0
179,8192,14336,4096,0.6672156844241621,1523372.0,18644774.0,7462473856.0
180,8192,16128,4096,0.43159749814671305,1860432.0,38982553.5,15752569684.0
181,8192,16384,4096,0.6294863400063817,1785841.0,24210520.0,9403647842.0
182,8192,16640,4096,0.43378939405600514,1911908.0,40033125.0,15799629791.0
183,8192,32512,4096,0.4611044987956405,4149778.5,74056969.5,48053064100.5
184,8192,32768,4096,0.5465696345846771,4090851.0,61259486.0,49759735316.0
185,8192,33024,4096,0.4570619793801825,4354220.0,75860302.0,57058391322.0
186,8192,65536,4096,0.47506949385656094,8977799.5,144389096.5,156140131610.0
187,8192,65792,4096,0.4639780601731684,9707116.5,148493485.5,188080346425.0
188,8192,66048,4096,0.4605754604957395,9615982.0,150509719.0,178777823693.5
189,8192,128256,4096,0.46917645498438876,18809507.0,287273573.0,321285222067.0
190,8192,130816,4096,0.4623305616756887,18938770.0,296992289.0,323445416080.0
191,8192,131072,4096,0.46579165723915045,19035036.0,294552398.0,343664996323.0
192,8448,2048,4096,0.4863409230448722,258622.0,4564722.0,1584313489.0
193,8448,4096,4096,0.6660841784429359,464567.0,5528286.0,1921664371.0
194,8448,4608,4096,0.4693930421280076,524756.0,10589492.5,3471589971.5
195,8448,4864,4096,0.33538791707582616,742739.0,14335583.5,4648978652.0
196,8448,5376,4096,0.3557948789167131,756920.5,15261846.0,5133949742.0
197,8448,7680,4096,0.45151792798998386,1023796.5,18236613.0,7044010173.0
198,8448,7936,4096,0.38050644136672135,1057045.0,21573993.0,8934555877.0
199,8448,8192,4096,0.7509749076923479,1002243.0,7436725.0,3215127252.0
200,8448,8448,4096,0.3877901607400678,1052658.0,22668779.5,9152627776.5
201,8448,8704,4096,0.47113179853462617,1022752.0,20028789.0,8237468920.0
202,8448,14080,4096,0.42535702222249727,1603391.0,35513876.5,14517649357.0
203,8448,14336,4096,0.6503275413103395,1667787.0,20404145.0,8237488983.0
204,8448,16128,4096,0.431951500695616,1863396.0,40174881.0,16297355189.0
205,8448,16384,4096,0.6208777497499149,1803549.0,25637498.0,10036203637.0
206,8448,16640,4096,0.4323261563277314,2020528.0,41396777.5,17195368521.0
207,8448,32512,4096,0.46174158780780516,4188035.0,76276565.5,51032361794.5
208,8448,32768,4096,0.6031131094096087,4280149.5,54169973.5,64863330360.0
209,8448,33024,4096,0.4572269810853192,4767550.5,78193932.5,80259698367.5
210,8448,65536,4096,0.47524798013910596,9333566.0,148838118.5,164808149744.5
211,8448,65792,4096,0.4597889201987007,9482997.5,154519734.5,169283178605.0
212,8448,66048,4096,0.46063618671840356,10056193.0,155191676.0,186763983778.0
213,8448,128256,4096,0.4674598738888543,19853049.0,297261721.0,385669445836.0
214,8448,130816,4096,0.4642850185492351,19835976.0,305090927.0,365659275853.0
215,8448,131072,4096,0.4652436834214612,19585256.0,304124402.0,347299132684.0
216,8704,2048,4096,0.48727921118224526,251852.0,4693948.0,1606030710.5
217,8704,4096,4096,0.6637698689503646,466370.0,5742575.5,1981019052.0
218,8704,4608,4096,0.46443543497819295,712133.5,11089497.5,3601508879.5
219,8704,4864,4096,0.3327948991322088,728157.0,14918224.0,4952489554.0
220,8704,5376,4096,0.37376710825884557,740816.0,15375418.0,5272287518.0
221,8704,7680,4096,0.4668955665627389,1015923.5,18366949.0,7422502747.5
222,8704,7936,4096,0.3962758920004773,1066337.5,21806813.0,11827429635.0
223,8704,8192,4096,0.7328459599610129,1052276.5,8631733.5,5362011242.5
224,8704,8448,4096,0.3920228029876726,1039777.0,23381338.0,9387726479.0
225,8704,8704,4096,0.4666587205161468,1028001.0,20826641.0,10011140914.0
226,8704,14080,4096,0.42462505841077036,1760383.5,36640733.0,14923545786.5
227,8704,14336,4096,0.6496432437698889,1711892.0,21080047.0,8478000408.0
228,8704,16128,4096,0.4301448302518449,2032707.5,41529293.5,16923631527.0
229,8704,16384,4096,0.600293826341549,1965066.0,28109720.0,13169621205.0
230,8704,16640,4096,0.4300146725177372,2094258.0,42850963.5,18102113299.5
231,8704,32512,4096,0.45897096742327625,4491125.5,79035336.5,50214466286.5
232,8704,32768,4096,0.6238862418428182,4460494.0,52401098.0,60768677334.5
233,8704,33024,4096,0.45885291429339115,4611160.0,80299223.5,60264799420.5
234,8704,65536,4096,0.4781788305491763,9647911.5,152397533.5,166221777124.0
235,8704,65792,4096,0.4586055795475351,9661568.0,159608615.0,167287001595.0
236,8704,66048,4096,0.45955165387173746,9804539.0,160248819.5,177683815434.5
237,8704,128256,4096,0.4665977341009888,20178610.0,306800915.0,361970767513.0
238,8704,130816,4096,0.46786658047611973,20865247.0,312081991.0,393820181622.5
239,8704,131072,4096,0.4658253113773122,20343413.0,312964941.0,361763899626.0
240,14080,2048,4096,0.48390008301644305,468053.0,7636825.0,2629616565.0
241,14080,4096,4096,0.6827335678956291,817449.0,8650624.0,6240402696.5
242,14080,4608,4096,0.4846184452171671,1026438.0,17165585.0,6945928309.0
243,14080,4864,4096,0.3947945496498681,1045746.0,21676310.0,9252703777.0
244,14080,5376,4096,0.3875116224235016,1080399.0,24266545.0,10169192603.0
245,14080,7680,4096,0.44750300131047827,1551975.0,30902081.0,12458690688.0
246,14080,7936,4096,0.3972977656537697,1608298.0,35191744.0,14708557887.0
247,14080,8192,4096,0.7279367396255191,1581018.0,14270898.0,8980199055.0
248,14080,8448,4096,0.3928197613437013,1617892.5,37749199.5,15444806414.5
249,14080,8704,4096,0.4689048077638564,1821855.0,33522369.0,13515517788.0
250,14080,14080,4096,0.4156666144008798,2754415.5,60244614.0,30177834009.5
251,14080,14336,4096,0.583515974426658,2749546.0,41774135.0,19318635634.0
252,14080,16128,4096,0.416454655115316,3236506.0,68947659.0,32554372930.0
253,14080,16384,4096,0.5640494518967342,3160132.0,50254781.5,23287899120.0
254,14080,16640,4096,0.41662857297824907,3304969.0,71073674.0,33949877816.0
255,14080,32512,4096,0.46286093474006096,7145788.0,126822112.0,73179356198.5
256,14080,32768,4096,0.6258232165875629,7251526.0,84240096.0,97944003751.0
257,14080,33024,4096,0.45926428733380664,7490477.0,129763138.0,93803561378.0
258,14080,65536,4096,0.4768947121010899,15770026.0,247167760.5,268648408775.5
259,14080,65792,4096,0.46303817039156103,16361678.0,255744025.0,306445958402.0
260,14080,66048,4096,0.4607652153070114,16005109.0,258586638.0,279553750206.5
261,14080,128256,4096,0.4685089897946293,32513837.0,494380538.5,552411059387.0
262,14080,130816,4096,0.4669439395124084,33092446.0,505769085.5,580181448067.5
263,14080,131072,4096,0.46582508611902773,32757148.0,506217919.0,570218080935.0
264,14336,2048,4096,0.48382868790600053,468653.0,7775910.0,2716020932.0
265,14336,4096,4096,0.6819683178118099,793094.0,8830522.0,4474091498.0
266,14336,4608,4096,0.46899967654063657,1030925.0,18075245.5,7242166790.0
267,14336,4864,4096,0.39105659755290606,1054460.0,22220656.0,9177896581.5
268,14336,5376,4096,0.39105884243985645,1073228.0,24547583.0,10466930497.0
269,14336,7680,4096,0.44665684844180686,1555821.5,31510099.0,12372798214.5
270,14336,7936,4096,0.39731531978238266,1593116.0,35824823.0,15159908262.0
271,14336,8192,4096,0.7299142991592654,1587087.5,14393661.0,9025383096.5
272,14336,8448,4096,0.3889960697408725,1768175.0,38696379.0,15992842796.0
273,14336,8704,4096,0.477076406518801,1816927.5,33547814.5,13472149965.0
274,14336,14080,4096,0.41380232384129434,2802824.5,61561933.5,28787582207.0
